Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Average,Mode,Median,,Standard Deviation
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,386.25,,,,356.3078188
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,51.5,,,,43.04267504
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,44,,,,35.68875873
847,08-04-2023,CUST847,Female,18,Electronics,4,300,1200,380.5,,,,443.5541645
61,09-04-2023,CUST061,Male,21,Beauty,4,50,200,68.75,,,,72.8022525
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,381.25,,,,356.6153116
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,21.5,,,,9.989838587
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,35.75,,,,20.6279354
886,09-04-2023,CUST886,Male,37,Electronics,3,300,900,310,,,,325.5060483
892,09-04-2023,CUST892,Male,20,Electronics,1,50,50,30.25,,,,20.05880028
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,20,,,,11.84008024
901,10-04-2023,CUST901,Male,31,Electronics,1,30,30,23,,,,11.89537725
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,33.5,,,,17.31103333
23,12-04-2023,CUST023,Female,35,Clothing,4,30,120,47.25,,,,43.07891559
174,12-04-2023,CUST174,Female,39,Beauty,1,300,300,160,,,,123.3093164
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,384.5,,,,356.4139754
774,12-04-2023,CUST774,Female,40,Clothing,2,25,50,29.25,,,,17.04623767
1000,12-04-2023,CUST1000,Male,47,Electronics,4,30,120,50.25,,,,43.04517068
210,13-04-2023,CUST210,Male,37,Electronics,4,50,200,72.75,,,,72.65874324
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,37.5,,,,20.72249683
745,13-04-2023,CUST745,Male,54,Beauty,2,50,100,51.5,,,,34.65251614
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,75.75,,,,72.57805604
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,266.25,,,,205.7968792
674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,159.75,,,,123.3246953
967,17-04-2023,CUST967,Male,62,Beauty,1,25,25,28.25,,,,10.94214187
79,18-04-2023,CUST079,Male,34,Beauty,1,300,300,158.75,,,,123.3871416
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,37.75,,,,35.75846709
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,34,,,,17.35475439
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,32.75,,,,17.25033967
108,19-04-2023,CUST108,Female,27,Beauty,3,25,75,32.5,,,,26.10166422
111,19-04-2023,CUST111,Female,34,Electronics,3,500,1500,509.25,,,,543.4828762
207,19-04-2023,CUST207,Female,42,Beauty,2,25,50,29.75,,,,17.06730702
724,19-04-2023,CUST724,Male,61,Clothing,3,50,150,66,,,,53.09131285
836,19-04-2023,CUST836,Female,22,Clothing,1,50,50,30.75,,,,20.04399458
969,19-04-2023,CUST969,Female,40,Clothing,3,300,900,310.75,,,,325.4668942
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,31.25,,,,17.14676992
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,382.75,,,,443.4402925
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,40.5,,,,26.22588178
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,633.75,,,,739.9807931
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,39.5,,,,20.16300759
39,21-04-2023,CUST039,Male,23,Clothing,4,30,120,44.25,,,,43.151758
893,21-04-2023,CUST893,Male,49,Electronics,1,50,50,37.5,,,,20.07291396
17,22-04-2023,CUST017,Female,27,Clothing,4,25,100,39,,,,35.72814017
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,31.25,,,,17.14676992
755,22-04-2023,CUST755,Female,58,Clothing,3,25,75,40.25,,,,26.21508094
28,23-04-2023,CUST028,Female,43,Beauty,1,500,500,261,,,,206.1316327
98,23-04-2023,CUST098,Female,55,Beauty,2,50,100,51.75,,,,34.65381247
129,23-04-2023,CUST129,Female,21,Beauty,2,300,600,230.75,,,,213.5819058
230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,26.25,,,,10.58503513
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,43.75,,,,31.51060089
691,23-04-2023,CUST691,Female,51,Clothing,3,30,90,43.5,,,,31.50669572
693,23-04-2023,CUST693,Male,41,Beauty,3,500,1500,511,,,,543.3877529
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,49.25,,,,43.05206695
863,24-04-2023,CUST863,Female,30,Electronics,2,25,50,26.75,,,,16.98195274
6,25-04-2023,CUST006,Female,45,Beauty,1,30,30,26.5,,,,12.1365924
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,29,,,,12.41974235
738,25-04-2023,CUST738,Male,41,Clothing,2,50,100,48.25,,,,34.66643505
222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,51.25,,,,43.04262967
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,32.5,,,,20.52551765
953,26-04-2023,CUST953,Male,45,Beauty,3,30,90,42,,,,31.49107016
66,27-04-2023,CUST066,Female,45,Electronics,1,30,30,26.5,,,,12.1365924
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,383,,,,443.4277703
903,27-04-2023,CUST903,Female,51,Beauty,4,50,200,76.25,,,,72.56686033
102,28-04-2023,CUST102,Female,47,Beauty,2,25,50,31,,,,17.1318417
228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,37.75,,,,20.73823085
236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,26.25,,,,10.58503513
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,385,,,,356.3834838
884,29-04-2023,CUST884,Female,26,Clothing,2,30,60,29.5,,,,20.51638065
987,29-04-2023,CUST987,Female,30,Clothing,3,300,900,308.25,,,,325.5986494
18,30-04-2023,CUST018,Female,47,Electronics,2,25,50,31,,,,17.1318417
69,30-04-2023,CUST069,Female,56,Beauty,3,25,75,39.75,,,,26.19480805
995,30-04-2023,CUST995,Female,41,Clothing,1,30,30,25.5,,,,12.04872919
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,259.75,,,,206.2149497
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,18.75,,,,9.827218261
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,46.5,,,,34.69757736
242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,18,,,,9.807522623
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,43.25,,,,31.50316204
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,35.25,,,,20.01591164
188,03-05-2023,CUST188,Male,40,Clothing,3,25,75,35.75,,,,26.09679997
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,35.75,,,,26.09679997
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,40.25,,,,31.48976768
749,03-05-2023,CUST749,Male,42,Beauty,1,30,30,25.75,,,,12.0692986
974,03-05-2023,CUST974,Male,47,Beauty,1,30,30,27,,,,12.18605761
190,04-05-2023,CUST190,Female,60,Beauty,3,30,90,45.75,,,,31.55519717
849,04-05-2023,CUST849,Male,32,Clothing,2,25,50,27.25,,,,16.9893119
853,04-05-2023,CUST853,Male,21,Beauty,2,500,1000,380.75,,,,356.6467692
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,163.75,,,,123.0898268
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,30.75,,,,20.04399458
779,05-05-2023,CUST779,Female,56,Electronics,2,500,1000,389.5,,,,356.1148647
824,05-05-2023,CUST824,Male,63,Clothing,4,30,120,54.25,,,,43.06113931
866,05-05-2023,CUST866,Male,24,Electronics,1,50,50,31.25,,,,20.03151813
5,06-05-2023,CUST005,Male,30,Beauty,2,50,100,45.5,,,,34.72278611
90,06-05-2023,CUST090,Female,51,Electronics,1,30,30,28,,,,12.29583263
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,239.5,,,,213.077854
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,31.75,,,,20.51552385
820,06-05-2023,CUST820,Male,49,Electronics,4,50,200,75.75,,,,72.57805604
120,07-05-2023,CUST120,Male,60,Beauty,1,50,50,40.25,,,,20.20626063
221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,235.25,,,,213.3144228
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,71.25,,,,72.70775728
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,51.25,,,,43.04262967
744,07-05-2023,CUST744,Male,40,Electronics,1,25,25,22.75,,,,10.10936293
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,30.75,,,,20.04399458
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,254.75,,,,206.5620651
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,512.75,,,,543.2936699
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,30.25,,,,26.14943534
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,41.5,,,,26.27350138
946,08-05-2023,CUST946,Male,62,Electronics,4,500,2000,641.5,,,,739.5937546
148,09-05-2023,CUST148,Male,18,Clothing,2,30,60,27.5,,,,20.555945
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,44.25,,,,35.69023632
883,09-05-2023,CUST883,Male,40,Electronics,1,500,500,260.25,,,,206.1814564
731,10-05-2023,CUST731,Male,54,Clothing,4,500,2000,639.5,,,,739.6921974
930,10-05-2023,CUST930,Male,54,Clothing,4,50,200,77,,,,72.55127497
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,25.25,,,,12.02909883
758,12-05-2023,CUST758,Male,64,Clothing,4,25,100,48.25,,,,35.75846709
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,79,,,,72.5168084
838,13-05-2023,CUST838,Male,47,Electronics,2,300,600,237.25,,,,213.2011503
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,258,,,,206.3339223
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,32.75,,,,20.5299895
721,14-05-2023,CUST721,Female,52,Clothing,1,500,500,263.25,,,,205.9851614
123,15-05-2023,CUST123,Female,40,Electronics,2,30,60,33,,,,20.53503104
164,15-05-2023,CUST164,Female,47,Beauty,3,500,1500,512.5,,,,543.3070466
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,52.25,,,,43.04444469
48,16-05-2023,CUST048,Male,54,Electronics,3,300,900,314.25,,,,325.2883997
118,16-05-2023,CUST118,Female,30,Electronics,4,500,2000,633.5,,,,739.9935283
203,16-05-2023,CUST203,Male,56,Clothing,2,500,1000,389.5,,,,356.1148647
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,19.75,,,,11.84189464
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,158.25,,,,123.4189227
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,31.25,,,,12.74800842
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,237.5,,,,213.1872343
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,79,,,,72.5168084
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,60.25,,,,53.18346048
970,16-05-2023,CUST970,Male,59,Electronics,4,500,2000,640.75,,,,739.6305534
996,16-05-2023,CUST996,Male,62,Clothing,1,50,50,40.75,,,,20.23794008
81,17-05-2023,CUST081,Male,40,Electronics,1,50,50,35.25,,,,20.01591164
155,17-05-2023,CUST155,Male,31,Electronics,4,500,2000,633.75,,,,739.9807931
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,389.75,,,,356.1002481
106,18-05-2023,CUST106,Female,46,Clothing,1,50,50,36.75,,,,20.04867125
818,18-05-2023,CUST818,Male,30,Electronics,1,500,500,257.75,,,,206.35114
94,19-05-2023,CUST094,Female,47,Beauty,2,500,1000,387.25,,,,356.2478673
811,19-05-2023,CUST811,Male,61,Beauty,2,25,50,34.5,,,,17.40105959
881,19-05-2023,CUST881,Male,22,Electronics,1,300,300,155.75,,,,123.5833948
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,233.5,,,,213.4163697
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,39.25,,,,26.17631026
694,20-05-2023,CUST694,Female,39,Electronics,2,25,50,29,,,,17.03672504
4,21-05-2023,CUST004,Male,37,Clothing,1,500,500,259.5,,,,206.2317795
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,515.5,,,,543.1479282
911,21-05-2023,CUST911,Male,42,Electronics,3,300,900,311.25,,,,325.4409689
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,41.75,,,,31.48976768
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,45.75,,,,35.70599346
843,22-05-2023,CUST843,Male,21,Beauty,3,500,1500,506,,,,543.6622918
895,22-05-2023,CUST895,Female,55,Clothing,4,30,120,52.25,,,,43.04444469
31,23-05-2023,CUST031,Male,44,Electronics,4,300,1200,387,,,,443.2309641
37,23-05-2023,CUST037,Female,18,Beauty,3,25,75,30.25,,,,26.14943534
72,23-05-2023,CUST072,Female,20,Electronics,4,500,2000,631,,,,740.1217383
243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,312.5,,,,325.3767768
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,633.25,,,,740.006279
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,26.25,,,,12.11323527
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,315.75,,,,325.2140341
729,23-05-2023,CUST729,Male,29,Clothing,4,300,1200,383.25,,,,443.4152743
822,23-05-2023,CUST822,Female,52,Beauty,3,50,150,63.75,,,,53.1134914
840,24-05-2023,CUST840,Male,62,Clothing,2,25,50,34.75,,,,17.42517486
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,387,,,,356.2628068
899,25-05-2023,CUST899,Male,26,Clothing,2,300,600,232,,,,213.5058547
990,25-05-2023,CUST990,Female,58,Beauty,2,500,1000,390,,,,356.0856639
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,388.75,,,,356.1589083
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,52,,,,43.04358256
923,26-05-2023,CUST923,Male,32,Beauty,3,300,900,308.75,,,,325.5720146
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,25.75,,,,16.97551085
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,642,,,,739.5693003
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,63.5,,,,53.11705823
988,28-05-2023,CUST988,Female,63,Clothing,3,25,75,41.5,,,,26.27350138
67,29-05-2023,CUST067,Female,48,Beauty,4,300,1200,388,,,,443.1828065
915,30-05-2023,CUST915,Female,26,Beauty,3,30,90,37.25,,,,31.52993369
985,30-05-2023,CUST985,Female,19,Electronics,2,25,50,24,,,,16.99080634
56,31-05-2023,CUST056,Female,26,Clothing,3,300,900,307.25,,,,325.6523441
159,31-05-2023,CUST159,Male,26,Clothing,4,50,200,70,,,,72.75300681
862,31-05-2023,CUST862,Male,28,Electronics,4,300,1200,383,,,,443.4277703
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,34.75,,,,20.58623251
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,26,,,,16.97608612
902,01-06-2023,CUST902,Female,54,Beauty,1,50,50,38.75,,,,20.12490295
170,02-06-2023,CUST170,Female,25,Clothing,2,25,50,25.5,,,,16.97562591
685,02-06-2023,CUST685,Male,57,Electronics,2,25,50,33.5,,,,17.31103333
958,02-06-2023,CUST958,Male,62,Electronics,2,25,50,34.75,,,,17.42517486
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,28.75,,,,11.04023183
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,257,,,,206.403125
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,255.5,,,,206.5085879
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,26.25,,,,12.11323527
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,29.75,,,,20.07593008
782,04-06-2023,CUST782,Male,59,Clothing,3,300,900,315.5,,,,325.2263395
906,04-06-2023,CUST906,Female,20,Clothing,1,50,50,30.25,,,,20.05880028
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,31.5,,,,20.02615477
944,05-06-2023,CUST944,Male,44,Clothing,2,25,50,30.25,,,,17.09109326
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,386.75,,,,443.2430687
867,06-06-2023,CUST867,Male,21,Electronics,1,500,500,255.5,,,,206.5085879
882,06-06-2023,CUST882,Female,64,Electronics,2,25,50,35.25,,,,17.47531741
961,06-06-2023,CUST961,Male,53,Beauty,4,50,200,76.75,,,,72.55630895
187,07-06-2023,CUST187,Female,64,Clothing,2,50,100,54,,,,34.68068627
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,30.5,,,,20.05110658
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,256.5,,,,206.4380582
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,386,,,,443.2795393
212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,506,,,,543.6622918
765,09-06-2023,CUST765,Male,43,Clothing,4,50,200,74.25,,,,72.61550605
769,09-06-2023,CUST769,Female,31,Electronics,4,30,120,46.25,,,,43.09885983
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,25.75,,,,16.97551085
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,513.25,,,,543.2669801
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,73.25,,,,72.64368843
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,386.75,,,,356.2777785
104,11-06-2023,CUST104,Female,34,Beauty,2,500,1000,384,,,,356.444596
110,11-06-2023,CUST110,Male,27,Clothing,3,300,900,307.5,,,,325.6388673
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,389.75,,,,356.1002481
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,158,,,,123.4349525
887,11-06-2023,CUST887,Male,59,Clothing,4,25,100,47,,,,35.72814017
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,34.75,,,,17.42517486
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,264,,,,205.9373388
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,307,,,,325.6658564
182,15-06-2023,CUST182,Male,62,Beauty,4,30,120,54,,,,43.05810028
819,15-06-2023,CUST819,Female,35,Beauty,2,50,100,46.75,,,,34.69211681
100,16-06-2023,CUST100,Male,41,Electronics,1,30,30,25.5,,,,12.04872919
833,16-06-2023,CUST833,Male,42,Beauty,4,50,200,74,,,,72.62231062
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,30.25,,,,20.05880028
723,17-06-2023,CUST723,Female,54,Beauty,4,50,200,77,,,,72.55127497
726,17-06-2023,CUST726,Male,47,Clothing,4,300,1200,387.75,,,,443.1948067
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,313.5,,,,325.3260624
239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,510.25,,,,543.4283927
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,44.75,,,,35.69417626
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,54.5,,,,43.06445025
669,19-06-2023,CUST669,Male,24,Beauty,4,300,1200,382,,,,443.4780152
877,19-06-2023,CUST877,Female,58,Clothing,1,25,25,27.25,,,,10.75635713
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,37.75,,,,31.5195252
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,48,,,,35.75174821
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,38.25,,,,35.7453559
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,36.25,,,,26.10278661
40,22-06-2023,CUST040,Male,45,Beauty,1,50,50,36.5,,,,20.04175329
699,22-06-2023,CUST699,Female,37,Clothing,4,30,120,47.75,,,,43.07057254
727,22-06-2023,CUST727,Male,55,Beauty,3,300,900,314.5,,,,325.2759165
830,22-06-2023,CUST830,Female,64,Clothing,3,50,150,66.75,,,,53.08789145
224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,31.5,,,,20.02615477
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,54,,,,43.05810028
36,24-06-2023,CUST036,Male,52,Beauty,3,300,900,313.75,,,,325.3134726
157,24-06-2023,CUST157,Male,62,Electronics,4,500,2000,641.5,,,,739.5937546
796,24-06-2023,CUST796,Male,43,Beauty,4,30,120,49.25,,,,43.05206695
839,24-06-2023,CUST839,Female,20,Electronics,4,300,1200,381,,,,443.5286772
927,24-06-2023,CUST927,Male,43,Electronics,4,500,2000,636.75,,,,739.8291901
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,312.25,,,,325.3895442
46,26-06-2023,CUST046,Female,20,Electronics,4,300,1200,381,,,,443.5286772
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,310,,,,325.5060483
874,26-06-2023,CUST874,Male,60,Beauty,1,30,30,30.25,,,,12.59386631
788,27-06-2023,CUST788,Female,52,Beauty,3,300,900,313.75,,,,325.3134726
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,162.75,,,,123.1463021
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,636.5,,,,739.8417377
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,47.5,,,,35.73929035
