Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Average,Mode,Median,,Standard Deviation
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,233,,,,213.4459826
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,38,,,,31.51487744
735,04-10-2023,CUST735,Female,64,Clothing,4,500,2000,642,,,,739.5693003
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,258,,,,206.3339223
670,05-10-2023,CUST670,Male,27,Beauty,1,30,30,22,,,,11.86117616
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,513.25,,,,543.2669801
10,07-10-2023,CUST010,Female,52,Clothing,4,50,200,76.5,,,,72.56150408
26,07-10-2023,CUST026,Female,28,Electronics,2,500,1000,382.5,,,,356.5372307
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,384.75,,,,443.3408457
689,07-10-2023,CUST689,Male,57,Electronics,2,50,100,52.25,,,,34.65741939
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,23,,,,10.13656747
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,641,,,,739.6182715
201,09-10-2023,CUST201,Male,56,Electronics,1,25,25,26.75,,,,10.66884337
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,33,,,,17.26991604
876,09-10-2023,CUST876,Male,43,Clothing,4,30,120,49.25,,,,43.05206695
55,10-10-2023,CUST055,Male,31,Beauty,4,30,120,46.25,,,,43.09885983
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,73.5,,,,72.63640186
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,390.25,,,,443.0759802
976,10-10-2023,CUST976,Female,48,Beauty,2,300,600,237.5,,,,213.1872343
149,11-10-2023,CUST149,Male,22,Clothing,3,25,75,31.25,,,,26.12372904
227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,47,,,,34.68699324
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,381,,,,356.6310243
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,165.75,,,,122.9813724
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,72.5,,,,72.66651137
872,11-10-2023,CUST872,Female,63,Beauty,3,25,75,41.5,,,,26.27350138
914,11-10-2023,CUST914,Female,59,Electronics,1,500,500,265,,,,205.8743549
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,19.75,,,,9.870054141
844,12-10-2023,CUST844,Male,35,Clothing,3,50,150,59.5,,,,53.20405882
852,12-10-2023,CUST852,Female,41,Clothing,1,300,300,160.5,,,,123.2788379
97,13-10-2023,CUST097,Female,51,Beauty,2,500,1000,388.25,,,,356.1884322
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,44,,,,35.68875873
948,13-10-2023,CUST948,Female,23,Electronics,3,25,75,31.5,,,,26.11842022
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,37.25,,,,20.70731679
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,39.5,,,,20.16300759
22,15-10-2023,CUST022,Male,18,Clothing,2,50,100,42.5,,,,34.83061692
121,15-10-2023,CUST121,Female,28,Electronics,4,50,200,70.5,,,,72.73442703
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,391.75,,,,443.0059387
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,28.75,,,,20.52694494
711,16-10-2023,CUST711,Male,26,Electronics,3,500,1500,507.25,,,,543.5928616
754,16-10-2023,CUST754,Female,43,Electronics,4,25,100,43,,,,35.68613176
943,16-10-2023,CUST943,Female,57,Clothing,4,300,1200,390.25,,,,443.0759802
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,32,,,,26.10914591
786,17-10-2023,CUST786,Male,48,Clothing,4,25,100,44.25,,,,35.69023632
109,18-10-2023,CUST109,Female,34,Electronics,4,500,2000,634.5,,,,739.9426815
191,18-10-2023,CUST191,Male,64,Beauty,1,25,25,28.75,,,,11.04023183
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,385,,,,443.3285322
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,156.5,,,,123.5330801
826,19-10-2023,CUST826,Female,46,Clothing,1,300,300,161.75,,,,123.2042733
962,19-10-2023,CUST962,Male,44,Clothing,2,30,60,34,,,,20.56088519
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,30.25,,,,20.05880028
922,21-10-2023,CUST922,Male,41,Electronics,1,50,50,35.5,,,,20.01991196
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,390.25,,,,356.0711119
680,22-10-2023,CUST680,Female,53,Clothing,3,300,900,314,,,,325.3009184
770,22-10-2023,CUST770,Male,32,Clothing,1,50,50,33.25,,,,20.00497985
60,23-10-2023,CUST060,Male,30,Beauty,3,50,150,58.25,,,,53.24277386
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,37.25,,,,20.06425226
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,39.75,,,,35.71386942
937,23-10-2023,CUST937,Female,62,Beauty,1,500,500,265.75,,,,205.8277021
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,28,,,,10.89437928
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,636.75,,,,739.8291901
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,50.5,,,,34.65071247
767,24-10-2023,CUST767,Male,39,Beauty,3,25,75,35.5,,,,26.09447978
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,637.25,,,,739.8041416
869,25-10-2023,CUST869,Male,37,Beauty,3,500,1500,510,,,,543.4419817
126,26-10-2023,CUST126,Female,28,Clothing,3,30,90,37.75,,,,31.5195252
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,39.5,,,,20.16300759
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,241.5,,,,212.9719392
124,27-10-2023,CUST124,Male,33,Clothing,4,500,2000,634.25,,,,739.9553697
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,63.75,,,,53.1134914
677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,505.5,,,,543.6902122
30,29-10-2023,CUST030,Female,39,Beauty,3,300,900,310.5,,,,325.4799101
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,40.5,,,,20.22181681
229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,45.25,,,,31.54182491
896,29-10-2023,CUST896,Female,30,Electronics,2,25,50,26.75,,,,16.98195274
959,29-10-2023,CUST959,Female,42,Electronics,2,30,60,33.5,,,,20.54682153
998,29-10-2023,CUST998,Female,23,Beauty,4,25,100,38,,,,35.75174821
12,30-10-2023,CUST012,Male,35,Beauty,3,25,75,34.5,,,,26.08968906
710,31-10-2023,CUST710,Female,26,Electronics,3,500,1500,507.25,,,,543.5928616
776,31-10-2023,CUST776,Male,35,Clothing,3,30,90,39.5,,,,31.49479124
817,31-10-2023,CUST817,Male,30,Beauty,4,50,200,71,,,,72.71648713
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,308.5,,,,325.5853143
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,24.5,,,,16.98298781
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,68.25,,,,72.8230679
983,01-11-2023,CUST983,Female,29,Clothing,1,300,300,157.5,,,,123.4672907
141,02-11-2023,CUST141,Female,22,Electronics,1,50,50,30.75,,,,20.04399458
145,02-11-2023,CUST145,Female,39,Clothing,3,25,75,35.5,,,,26.09447978
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,510,,,,543.4419817
841,02-11-2023,CUST841,Male,31,Electronics,4,25,100,40,,,,35.70976757
898,02-11-2023,CUST898,Female,42,Clothing,3,30,90,41.25,,,,31.48827907
951,02-11-2023,CUST951,Male,33,Beauty,2,50,100,46.25,,,,34.70337475
181,03-11-2023,CUST181,Male,19,Electronics,4,300,1200,380.75,,,,443.5414078
784,04-11-2023,CUST784,Female,34,Electronics,1,500,500,258.75,,,,206.2826016
20,05-11-2023,CUST020,Male,22,Clothing,3,300,900,306.25,,,,325.7066057
690,05-11-2023,CUST690,Female,52,Clothing,3,300,900,313.75,,,,325.3134726
47,06-11-2023,CUST047,Female,40,Beauty,3,500,1500,510.75,,,,543.4012783
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,382.25,,,,443.4654149
205,07-11-2023,CUST205,Female,43,Clothing,1,25,25,23.5,,,,10.19420791
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,27,,,,10.71214264
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,34.25,,,,20.56876804
761,07-11-2023,CUST761,Female,33,Clothing,1,500,500,258.5,,,,206.2996531
762,07-11-2023,CUST762,Female,24,Electronics,2,25,50,25.25,,,,16.97643127
950,07-11-2023,CUST950,Male,36,Clothing,3,300,900,309.75,,,,325.5191707
86,08-11-2023,CUST086,Male,19,Beauty,3,30,90,35.5,,,,31.57802836
173,08-11-2023,CUST173,Male,64,Electronics,4,30,120,54.5,,,,43.06445025
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,630.5,,,,740.1475676
827,09-11-2023,CUST827,Male,61,Beauty,3,300,900,316,,,,325.2017643
965,09-11-2023,CUST965,Male,22,Clothing,4,50,200,69,,,,72.79208405
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,25.25,,,,10.42888866
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,44.75,,,,31.52993369
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,62.25,,,,53.13819689
812,12-11-2023,CUST812,Male,19,Electronics,3,25,75,30.5,,,,26.14233874
58,13-11-2023,CUST058,Male,18,Clothing,4,300,1200,380.5,,,,443.5541645
952,13-11-2023,CUST952,Female,57,Clothing,1,25,25,27,,,,10.71214264
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,30.75,,,,12.66932195
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,42,,,,35.68875873
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,309.5,,,,325.5323285
963,14-11-2023,CUST963,Female,55,Beauty,1,50,50,39,,,,20.13703057
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,506.5,,,,543.6344561
706,15-11-2023,CUST706,Male,51,Electronics,4,25,100,45,,,,35.6966385
747,15-11-2023,CUST747,Male,23,Beauty,1,30,30,21,,,,11.84271928
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,505.5,,,,543.6902122
169,17-11-2023,CUST169,Male,18,Beauty,3,500,1500,505.25,,,,543.7042042
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,47.25,,,,43.07891559
968,17-11-2023,CUST968,Female,48,Clothing,3,300,900,312.75,,,,325.3640449
997,17-11-2023,CUST997,Male,52,Beauty,3,30,90,43.75,,,,31.51060089
57,18-11-2023,CUST057,Female,63,Beauty,1,30,30,31,,,,12.70826503
137,18-11-2023,CUST137,Male,46,Beauty,2,500,1000,387,,,,356.2628068
778,18-11-2023,CUST778,Female,47,Beauty,4,25,100,44,,,,35.68875873
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,45,,,,34.73740779
938,19-11-2023,CUST938,Male,49,Clothing,4,50,200,75.75,,,,72.57805604
234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,34.75,,,,17.42517486
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,45.25,,,,34.72992901
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,311.5,,,,325.4280594
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,35,,,,20.59581268
74,22-11-2023,CUST074,Female,18,Beauty,4,500,2000,630.5,,,,740.1475676
87,22-11-2023,CUST087,Female,28,Beauty,2,50,100,45,,,,34.73740779
803,22-11-2023,CUST803,Male,39,Clothing,4,25,100,42,,,,35.68875873
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,390.25,,,,443.0759802
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,160.25,,,,123.2940305
918,23-11-2023,CUST918,Female,42,Electronics,3,30,90,41.25,,,,31.48827907
1,24-11-2023,CUST001,Male,34,Beauty,3,50,150,59.25,,,,53.21136362
95,24-11-2023,CUST095,Female,32,Clothing,2,30,60,31,,,,20.51066796
171,24-11-2023,CUST171,Female,52,Clothing,3,300,900,313.75,,,,325.3134726
156,25-11-2023,CUST156,Female,43,Clothing,4,25,100,43,,,,35.68613176
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,29.5,,,,17.05643207
115,26-11-2023,CUST115,Male,51,Clothing,3,500,1500,513.5,,,,543.2536672
715,26-11-2023,CUST715,Female,42,Beauty,4,25,100,42.75,,,,35.68629595
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,38.75,,,,31.50316204
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,25.25,,,,10.42888866
856,27-11-2023,CUST856,Male,54,Electronics,4,30,120,52,,,,43.04358256
84,28-11-2023,CUST084,Female,38,Electronics,3,30,90,40.25,,,,31.48976768
795,28-11-2023,CUST795,Male,57,Electronics,1,300,300,164.5,,,,123.0484534
24,29-11-2023,CUST024,Female,49,Clothing,1,300,300,162.5,,,,123.1606547
215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,515.25,,,,543.1610712
739,29-11-2023,CUST739,Male,36,Beauty,1,25,25,21.75,,,,10.01151681
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,36.25,,,,20.65216015
741,30-11-2023,CUST741,Male,48,Clothing,1,300,300,162.25,,,,123.1751008
810,30-11-2023,CUST810,Male,59,Electronics,4,25,100,47,,,,35.72814017
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,27.75,,,,20.54900773
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,24.5,,,,16.98298781
112,02-12-2023,CUST112,Male,37,Clothing,3,500,1500,510,,,,543.4419817
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,31.25,,,,12.74800842
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,514.5,,,,543.2006276
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,234.25,,,,213.3723546
199,04-12-2023,CUST199,Male,45,Beauty,3,500,1500,512,,,,543.3338638
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,34.5,,,,20.0074205
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,21.25,,,,11.84585239
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,59,,,,53.21888762
65,05-12-2023,CUST065,Male,51,Electronics,4,500,2000,638.75,,,,739.7293714
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,40.25,,,,35.70599346
791,05-12-2023,CUST791,Female,51,Beauty,1,25,25,25.5,,,,10.4664643
971,05-12-2023,CUST971,Female,27,Electronics,4,50,200,70.25,,,,72.74363696
999,05-12-2023,CUST999,Female,36,Electronics,3,50,150,59.75,,,,53.1969733
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,388,,,,356.2032425
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,42.5,,,,31.49479124
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,508.5,,,,543.5239616
712,06-12-2023,CUST712,Female,57,Beauty,2,25,50,33.5,,,,17.31103333
868,06-12-2023,CUST868,Female,25,Electronics,1,300,300,156.5,,,,123.5330801
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,258,,,,206.3339223
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,310.75,,,,325.4668942
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,232.25,,,,213.4908059
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,382,,,,356.5683665
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,312.25,,,,325.3895442
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,158,,,,123.4349525
244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,45,,,,34.73740779
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,264,,,,205.9373388
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,22.75,,,,10.10936293
700,09-12-2023,CUST700,Male,36,Electronics,4,500,2000,635,,,,739.9173518
752,09-12-2023,CUST752,Male,29,Clothing,2,50,100,45.25,,,,34.72992901
828,09-12-2023,CUST828,Female,33,Electronics,4,300,1200,384.25,,,,443.3655509
80,10-12-2023,CUST080,Female,64,Clothing,2,30,60,39,,,,20.82516507
214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,28,,,,20.54263858
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,384.5,,,,443.3531853
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,46.25,,,,34.70337475
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,314.5,,,,325.2759165
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,37.75,,,,20.08215548
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,63.75,,,,53.1134914
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,35.5,,,,20.01991196
9,13-12-2023,CUST009,Male,63,Electronics,2,300,600,241.25,,,,212.9849888
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,38,,,,26.13785569
771,13-12-2023,CUST771,Male,24,Electronics,2,25,50,25.25,,,,16.97643127
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,231.25,,,,213.551324
701,14-12-2023,CUST701,Female,52,Beauty,2,30,60,36,,,,20.63976744
139,15-12-2023,CUST139,Male,36,Beauty,4,500,2000,635,,,,739.9173518
151,15-12-2023,CUST151,Male,29,Clothing,1,50,50,32.5,,,,20.0105441
83,16-12-2023,CUST083,Male,54,Electronics,2,50,100,51.5,,,,34.65251614
153,16-12-2023,CUST153,Male,63,Electronics,2,500,1000,391.25,,,,356.0132272
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,26.5,,,,12.1365924
99,17-12-2023,CUST099,Female,50,Electronics,4,300,1200,388.5,,,,443.1588845
783,17-12-2023,CUST783,Female,56,Clothing,1,300,300,164.25,,,,123.0621508
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,306,,,,325.7202596
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,31,,,,17.1318417
939,18-12-2023,CUST939,Female,46,Electronics,1,300,300,161.75,,,,123.2042733
994,18-12-2023,CUST994,Female,51,Beauty,2,500,1000,388.25,,,,356.1884322
96,19-12-2023,CUST096,Female,44,Clothing,2,300,600,236.5,,,,213.2432223
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,49.75,,,,34.65291068
982,19-12-2023,CUST982,Female,46,Beauty,3,30,90,42.25,,,,31.4927447
209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,71,,,,72.71648713
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,308.25,,,,325.5986494
777,20-12-2023,CUST777,Male,48,Electronics,3,50,150,62.75,,,,53.12908073
854,20-12-2023,CUST854,Male,29,Clothing,1,50,50,32.5,,,,20.0105441
890,20-12-2023,CUST890,Male,34,Electronics,2,25,50,27.75,,,,16.99942554
865,21-12-2023,CUST865,Female,42,Clothing,1,300,300,160.75,,,,123.2637385
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,387.5,,,,356.2329601
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,19.25,,,,9.846279437
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,19.5,,,,9.857579571
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,155.25,,,,123.6174006
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,47.5,,,,35.73929035
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,315.75,,,,325.2140341
781,23-12-2023,CUST781,Male,35,Beauty,1,500,500,259,,,,206.2656055
34,24-12-2023,CUST034,Female,51,Clothing,3,50,150,63.5,,,,53.11705823
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,33.25,,,,20.00497985
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,386.75,,,,443.2430687
25,26-12-2023,CUST025,Female,64,Beauty,1,50,50,41.25,,,,20.27188247
82,26-12-2023,CUST082,Female,32,Beauty,4,50,200,71.5,,,,72.69918758
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,310.25,,,,325.4929615
842,26-12-2023,CUST842,Female,47,Clothing,2,300,600,237.25,,,,213.2011503
879,26-12-2023,CUST879,Male,23,Clothing,1,30,30,21,,,,11.84271928
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,46.5,,,,34.69757736
62,27-12-2023,CUST062,Male,18,Beauty,2,50,100,42.5,,,,34.83061692
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,239,,,,213.1048744
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,35.25,,,,17.47531741
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,637,,,,739.816658
989,28-12-2023,CUST989,Female,44,Electronics,1,25,25,23.75,,,,10.2246256
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,238.25,,,,213.1458109
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,44.5,,,,35.69204218
805,29-12-2023,CUST805,Female,30,Beauty,3,500,1500,508.25,,,,543.5376992
908,29-12-2023,CUST908,Male,46,Beauty,4,300,1200,387.5,,,,443.2068331
857,31-12-2023,CUST857,Male,60,Electronics,2,25,50,34.25,,,,17.37758524
211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,511.25,,,,543.3742488
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,29,,,,12.41974235
